facility id,notification,Attorney,Total,url,violation_data,equipment,reclaim,titlev,reclaim_titlev,none
176308,P58087,KCM,1650.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P58087&notice_type=NOV&fac_id=176308,Operating a diesel fueled engine during school hours; Operating contrary to permit conditions.,,,,,
174718,P61707,KCM,1600.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P61707&notice_type=NOV&fac_id=174718,Visible emissions in excess of 20% opacityfor over 3 minutes in any one hour,charbroiler,,,,
177675,P57693,KCM,5500.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P57693&notice_type=NOV&fac_id=177675,Exceede provided character space.  Please view the report tab/inspector comment.,"Boilers, Refrigerations Systems",,,,
177813,P61439,KCM,770.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P61439&notice_type=NOV&fac_id=177813,The company was operating equipment without a valid SCAQMD permit to operate: (1) propane-fueled Generac ICE rated 165 HP; (2) a LPG storage tank,"LPG storage tank, propane fueled ICE",,,,
6638,P61855,KCM,1500.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P61855&notice_type=NOV&fac_id=6638,Failure to demonstrate compliance with the 30 ppm NOx emisions limit,Boiler,,,,
171583,P59268,KCM,440.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P59268&notice_type=NOV&fac_id=171583,"Operating a portable internal combustion engine (ICE) >50 bhp, Isuzu brand, model BJ-4JJ1X, Serial number 4JJ1-114630, without an AQMD permit to operate or CARB PERP registration.",,,,,
177814,P61437,KCM,275.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P61437&notice_type=NOV&fac_id=177814,"The company was operating a 4 cylinder, Hatz, diesel-fueled ICE rated >50 HP without a valid SCAQMD permit.",concrete pump engine,,,,
158931,P60919,KCM,550.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P60919&notice_type=NOV&fac_id=158931,Failure to show compliance by not performing performance within 10 days of initial startup on 6/6/14,,,,,
100542,P59374,KCM,1800.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P59374&notice_type=NOV&fac_id=100542,1146.1: Failing to demonstrate compliance to the emission limits of R1146.1 for an AJAX boiler rated at 4.00mmbtu under P/O D90920.  Failing to conduct periodic emission testing for the above referenced boiler.,,,,,
178420,P60130,KCM,550.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P60130&notice_type=NOV&fac_id=178420,Operating one General Motors gas fueled IC engine without a valid permit.,IC engine.,,,,
8309,P61909,KCM,600.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P61909&notice_type=NOV&fac_id=8309,Exceeeding max length allowed for stainless steel cuts by plasma arc cutter under permit G5146.,Plasma Arc Cutter,,,,
64327,P60959,KCM,1300.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P60959&notice_type=NOV&fac_id=64327,Operating an emergency diesel engine driving a water pump more than the 199 hours allowed per year per permit condition.,ICE,,,,
75495,P60960,KCM,1300.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P60960&notice_type=NOV&fac_id=75495,Operating an emergency diesel engine driving a water pump more than the 200 hours allowed per year per permit condition.,ICE,,,,
1209,P61607,KCM,3000.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P61607&notice_type=NOV&fac_id=1209,"Failed to conduct tuneups at least twice per year on 2 boilers, each rated 2.940 mmbtu/hr.",Two boilers under P/Os D71999 and D08222,,,,
140811,P61069,KCM,850.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P61069&notice_type=NOV&fac_id=140811,FAILURE TO SUBMIT ONGOING COMPLIANCE STATUS AND EMISSION REPORT BY THE REQUIRED DUE DATE,,,,,
148898,P61772,KCM,800.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P61772&notice_type=NOV&fac_id=148898,Failure to obtain a permit for an alteration/modification prior to converting the unleaded gasoline tank to diesel,,,,,
177480,P60700,KCM,600.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P60700&notice_type=NOV&fac_id=177480,allowing emissions of fugitive dust from demolition site to remain visible in the atmosphere beyond the property line,,,,,
106302,P59774,KCM,650.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P59774&notice_type=NOV&fac_id=106302,Operating a gasoline dispensing facility with an expired Permit to Operate.,,,,,
170043,P59305,KCM,1000.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P59305&notice_type=NOV&fac_id=170043,Failure to conduct reverification test. Failure to provide updated alarm log. Failure to provide updated alarm log. Failure to provide updated alarm log. Failure to provide and/or conduct leak rate and cracking pressure of pressure vacuum vent valve test.,,,,,
14953,P61441,KCM,1000.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P61441&notice_type=NOV&fac_id=14953,The company was operating a pnuematic conveyor and two pulse-jet baghouses without valid SCAQMD permits to operate.,"pneumatic conveyor, pulse-jet baghouses",,,,
137111,P59338,KCM,650.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P59338&notice_type=NOV&fac_id=137111,Operating a gasoline dispensing facility contrary to CARB Executive Orders and with a major defect: nozzle #2 has a faulty insertion interlock mechanism,,,,,
137111,P59338,FAC,650.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P59338&notice_type=NOV&fac_id=137111,Operating a gasoline dispensing facility contrary to CARB Executive Orders and with a major defect: nozzle #2 has a faulty insertion interlock mechanism,,,,,
137111,P59338,INT,650.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P59338&notice_type=NOV&fac_id=137111,Operating a gasoline dispensing facility contrary to CARB Executive Orders and with a major defect: nozzle #2 has a faulty insertion interlock mechanism,,,,,
168971,P44883,INT,1100.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P44883&notice_type=NOV&fac_id=168971,Operating a portable internal combustion engine rated 50 bhp or greater without first obtaining an AQMD permit to operate or a valid CARB statewide registration,"Isuzu, FF-4BG1T, s/n 933356, 90 bhp)",,,,
168971,P44882,INT,1100.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P44882&notice_type=NOV&fac_id=168971,Operating a portable internal combustion engine rated 50 bhp or greater without first obtaining an AQMD permit to operate or a valid CARB statewide registration.,"(Isuzu, FF-44BG1T, S/N 933356, 90 BHP)",,,,
117466,P60917,INT,360.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P60917&notice_type=NOV&fac_id=117466,Failure to show compliance by operating above location with a faulty interlocking mechanism on nozzle #4,,,,,
167023,P59780,INT,560.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P59780&notice_type=NOV&fac_id=167023,Operating a gasoline dispensing facility with a  major defect: visible opening - main hose # 7 was cut under breakaway.,,,,,
133991,P58597,INT,800.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P58597&notice_type=NOV&fac_id=133991,Failure to conduct reverification tests in a timely manner.,gasoline facility,,,,
171711,P58086,INT,1700.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P58086&notice_type=NOV&fac_id=171711,Failure to use sufficient BACM on site during loading activities to prevent visible fugitive dust.  Allowing a visible dust plume to exceed 100 ft.  Failure to maintain a valid copy of the PERP Statewide Registration on the immediate premises of the regis,,,,,
171711,PERP 2459,INT,1700.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=PERP 2459&notice_type=NOV&fac_id=171711,,,,,,
35188,HRB2263,KCM,4000.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=HRB2263&notice_type=NOV&fac_id=35188 ,,,,,,
44873,HRB2261,KCM,7500.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=HRB2261&notice_type=NOV&fac_id=44873 ,,,,,,
44873,Penalty is for December 2014 and January 2015.,KCM,7500.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=Penalty is for December 2014 and January 2015.&notice_type=NOV&fac_id=44873 ,,,,,,
173952,HRB2262,NAS,1000.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=HRB2262&notice_type=NOV&fac_id=173952,,,,,,
173952,HRB2262,INT,1000.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=HRB2262&notice_type=NOV&fac_id=173952,,,,,,
138740,P62439,INT,1500.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P62439&notice_type=NOV&fac_id=138740,"FAILURE TO CONDUCT VAPOR RECOVERY TESTING SEMI-ANNUALLY AS (1) REQUIRED FOR A FACILITY WITH A MAXIMUM MONTHLY THROUGH-PUT OF 100,000 GALLONS OR GREATER (2) FAILURE TO CONDUCT AND/OR PROVIDE PROOF OF A PERIODIO COMPLIANCE REPORT ONCE EVERY 12 MONTHS",(3) OPERATING A GASOLINE DISPENSING FACILITY CONTRARY TO MANUFACTURER SPECIFICATIONS AND CARB CERTIFICATION. OPERATING CONTRARY TO PERMIT N24339 CONDITION #2. FAULTY INSERTION INTERLOCK MECHANISM ON PUMP #5.,,,,
174658,P60911,INT,1000.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P60911&notice_type=NOV&fac_id=174658,Operating above location without a permit to operate from above date to present date. Failure to show compliance with fuel volume records,,,,,
172253,P59637,INT,250.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P59637&notice_type=NOV&fac_id=172253,operating a paint spray booth with an expired permit P/O G22699 and not maintaining daily records of usage of coatings,paint spray booth,,,,
11818,P53012,BTG,72500.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P53012&notice_type=NOV&fac_id=11818 ,OPERATING SCRUBBER NO. 1 PERMIT TO OPERATE D00746 CONDITION TO OPERATE NO. 1 AND NO. 2 BY HAVING INADEQUATE COLLECTION EFFICIENCY FOR SOME OF THE TANKS VENTED BY THE SCRUBBER.,,,,,
11818,P53008,BTG,72500.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P53008&notice_type=NOV&fac_id=11818 ,"OPERATING CHROME ANODIZING TANK #70, PERMIT TO OPERATE G9837 - 1) WITH INNADEQUATE CAPTURE EFFICIENCY; 2) CONTRARY TO THE PERMIT CONDITION 1,2 AND 8.",,,,,
11818,P53009,BTG,72500.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P53009&notice_type=NOV&fac_id=11818 ,"FAILURE TO CLEAN SURFACES, WITHIN THE ENCLOSED STORAGE AREA, OPEN FLOOR AREA, WALKWAYS AROUND THE ELECTROPLATING OR ANODIZING TANKS, OR ANY SURFACE CONTAMINATED WITH HEXAVALENT CHROMIUM OR SURFACE THAT ACCUMULATE DUST.",,,,,
11818,P53011,BTG,72500.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P53011&notice_type=NOV&fac_id=11818 ,OPERATING SCRUBBER NO. 2 PERMIT TO OPERATE D00754 CONDITION TO OPERATE NO. 1 AND NO. 2 BY HAVING INADEQUATE COLLECTION EFFICIENCY FOR TANK #104 INTO THE SCRUBBER.,,,,,
11818,P63550,BTG,72500.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P63550&notice_type=NOV&fac_id=11818 ,"OPERATING SOIL VAPOR EXTRACTION EQUIP. CONTRARY TO THE P/C (A/N554447) CONDITION #14 WHERE THE CONCENTRATION OF TRICHLOROETHYLENE (TCE) MEASURED AT THE OUTLET WAS 0.015 PPMV ON 11/26/13, 0.164 PPMV ON 2/7/14, 0.06 PPMV ON 3/28/14 AND 0.013 PPMV ON 5/7/15,","WHEREAS THE P/C CONDITION #14 LIMIT FOR TCE IS 0.01 PPM.  OPERATING SOIL VAPOR EXTRACTION EQUIPMENT CONTRARY TO P/C (A/N554447) CONDITION #14 WHERE THE CONCENTRATION OF PERCHLOROETHYLENE (PCE) MEASURED AT THE OUTLET WAS 0.046 PPMV ON 3/28/14, WHEREAS THE",,,,
11818,P53088,BTG,72500.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P53088&notice_type=NOV&fac_id=11818 ,"Not submitting a Risk Reduction Plan by December 16,2014 as requested in the SCAQMD letter(Subject:Extension to submit a Risk Reduction Plan for Hixson Metal Finishing) Dated November 25, 2014.  (Copy atttached)",,,,,
166488,P61716,NSF,5000.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P61716&notice_type=NOV&fac_id=166488,Failure to conduct source test and portable analyzer tests on two Ajax boilers rated at 2.5 million btu/hr,Ajax boilers rated at 2.5 million btu/hr,,,,
163648,P61255,MJR,750.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P61255&notice_type=NOV&fac_id=163648,OPERATING GASOLINE DISPENSING FACILITY WITH A MAJOR DEFECT; FAULTY INTERLOCK ON BALANCE NOZZLES - FUELING POINT #4 AND 7.,,,,,
173290,P61610,WBW,1000.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P61610&notice_type=NOV&fac_id=173290,Failed to submit the 3rd quarter QCER within the 30 day deadline.  Failed to report fuel usage at standard conditions; failed to monitor temperature and pressure for fuel meter corrections.,,,,,
73367,P60512,TRB,1000.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P60512&notice_type=NOV&fac_id=73367 ,3003(a)(6); failed to submit timely renewal of Title V permit.                                                                                            3002(c)(1): failure to comply with conditions of the Title V Permit,,,,,
800408,P59376,TRB,1000.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P59376&notice_type=NOV&fac_id=800408,Operating Device #C160 contrary to permit condition C8.3 by failing to maintain a recirculation flow rate of 150 gpm.,,,,,
121727,P26999,TRB,5000.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P26999&notice_type=NOV&fac_id=121727,"Discharge of air contaminants which cause injury, detriment, nuisance or annoyance to any considerable number of persons or to the public.",,,,,
20061,P53991,KCM,170000.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P53991&notice_type=NOV&fac_id=20061 ,DISCHARGE OF ODOR CAUSING NUISANCE TO A CONSIDERABLE NUMBER OF PERSONS,,,,,
20061,P53995,KCM,170000.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P53995&notice_type=NOV&fac_id=20061 ,DISCHARGE OF ODOR CAUSING NUISANCE TO A CONSIDERABLE NUMBER OF PERSONS.,,,,,
20061,P53997,KCM,170000.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P53997&notice_type=NOV&fac_id=20061 ,"NOT CONDUCTING TOPPING, SORTING, AND TRANSFER OPERATIONS WITHIN THE CONFINES OF AN ENCLOSURE THAT MEETS THE REQUIREMENTS OF RULE 410(d)(1)(A), (B) AND (C).",,,,,
20061,P51537,KCM,170000.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P51537&notice_type=NOV&fac_id=20061 ,DISCHARGING ODOR FROM TRANSFER STATION/RECYCLING OPERATION THAT CAUSED PUBLIC NUISANCE TO A CONSIDERABLE NUMBER OF PEOPLE; ALLOWING TRACKOUTS TO EXTEND 25 FT. OR MORE IN CUMULATIVE LENGTH AT GATES 2 & 7.,,,,,
47212,P64265,PH3,1170.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P64265&notice_type=NOV&fac_id=47212 ,"GASOLINE DISPENSING FACILITY OPERATING DISPENSERS #7, #8 AFTER FAILED TEST (EXHIBIT 9 - ISD VAPOR FLOW METER OPERABILITY TEST). BOTH DISPENSERS WERE TAGGED OUT ON THIS DATE. TAGS #09063 AND 09064.",,,,,
117076,P63014,PH3,375.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P63014&notice_type=NOV&fac_id=117076,"FAILURE TO CONDUCT VAPOR RECOVERY RE-VERIFICATION TESTS SEMI-ANNUALLY AS REQUIRED FOR A FACILITY WITH A MAXIMUM MONTHLY THROUGH-PUT OF 100,000 GALLONS OR GREATER.",,,,,
18524,P56990,PH3,400.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P56990&notice_type=NOV&fac_id=18524 ,Operating a Petroleum Dry Cleaning Machine without a valid permit to operate [R203(a)],Petroleum Dry Cleaning Machine,,,,
13510,P62489,PH3,500.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P62489&notice_type=NOV&fac_id=13510 ,Failure to comply with P/O R-M63297 condition 3 by exceeding the maintenance and testing hour limit,emergency ICE,,,,
164968,P62349,PH3,950.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P62349&notice_type=NOV&fac_id=164968,Failure to ensure that all underground storage tank installation and associated piping meet all requirements under the applicable CARB Executive orders including the corresponding installation operation and maintenance manual.,,,,,
148449,P63650,PH3,100.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P63650&notice_type=NOV&fac_id=148449,Failure to demonstrate compliance with NOx Emission Limits for boiler over 15 years old.,Parker Boiler,,,,
148449,P63650,FAC,100.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P63650&notice_type=NOV&fac_id=148449,Failure to demonstrate compliance with NOx Emission Limits for boiler over 15 years old.,Parker Boiler,,,,
148449,P63650,INT,100.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P63650&notice_type=NOV&fac_id=148449,Failure to demonstrate compliance with NOx Emission Limits for boiler over 15 years old.,Parker Boiler,,,,
133877,P60945,INT,1100.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P60945&notice_type=NOV&fac_id=133877,FAILURE TO SHOW COMPLIANCE BY OPERATING NOZZLES 3 AND 4 WITH FAULTY INTERLOCKING MECHANISMS.,,,,,
170155,P64251,INT,550.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P64251&notice_type=NOV&fac_id=170155,OPERATING A GASOLINE DISPENSING FACILITY WITH A MAJOR DEFECT ANDCONTRARY TO CARB EXECUTIVE ORDER AND MANUFACTURER'S SPECIFICATIONS - BREAKAWAY INSTALLED INCORRECTLY (UPSIDE DOWN) ON PUMP #3.,,,,,
50300,P63953,INT,1100.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P63953&notice_type=NOV&fac_id=50300 ,Facility exceeded monthly & yearly limit allowed by permit conditions 5 & 6.,Storage Tank,,,,
142972,P63702,INT,200.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P63702&notice_type=NOV&fac_id=142972,Failed to take refresher ATCM refresher course for Perchloroehylene dry cleaner operators,Perchloroethylene Dry Cleaning equipment,,,,
170326,P61257,INT,400.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P61257&notice_type=NOV&fac_id=170326,OPERATING A GAOSLINE DISPENSING FACILITY WITH A MAJOR DEFECT: TORN BALANCE HOSE (CURB) AT FUELING POINT #5.,,,,,
16889,P61257,INT,5491.17,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P61257&notice_type=NOV&fac_id=16889 ,OPERATING A GAOSLINE DISPENSING FACILITY WITH A MAJOR DEFECT: TORN BALANCE HOSE (CURB) AT FUELING POINT #5.,,,,,
119907,P62054,BTG,25000.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P62054&notice_type=NOV&fac_id=119907,Failed to reconcile quarterly NOx emissions in the 3rd & last quarters of 2014 CY.  NOx emissions from the beginning of the 2014 compliance year through the end of the 3rd & last quarters exceeded the annual NOx emissions allocation in effect at the end o,Various,,,,
70481,P60853,BTG,500.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P60853&notice_type=NOV&fac_id=70481 ,Failure to meet PM standards for engine >50 BHP located within 100 meters of a school.,ICE,,,,
174248,P53078,BTG,500.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P53078&notice_type=NOV&fac_id=174248,Conducting a renovation activity in violation of Rule 1403:1)no asbestos survey prior to the start of renovation.2)no AQMD renovation notification.3)not collecting and placing ACM in leak tight transparent bags.4)not handling ACM without damaging or,disturbing it.5)no onsite proof of OSHA registration.6)not storing ACWM in locked bins iaccessible  to the public.7)not labelling and marking ACWM bags per R1403.8)no certified asbestos training for supervisor and workers,,,,
177691,P33594,NAS,1000.0,http://www3.aqmd.gov/webappl/fim/prog/novdetail.aspx?novid=P33594&notice_type=NOV&fac_id=177691,"DISTURBING, HANDLING & REMOVING MORE THAN 100 SQ. FT. OF ACM, GREATER THAN 1% DURING RENOVATION WITHOUT: 1) OBTAINING A PRIOR ASBESTOS SURVEY; 2) PRIOR ASBESTOS NOTIFICATION; 3) USING REQUIRED ACM REMOVAL PROCEDURES; 4) BEING IN CONTAINMENT;","5) COLLECTING & PPLACING ACWM IN LEAK-TIGHT TRANSPARENT BAGS; 6) DAMAGING OR DISTURBING ACM, WETTING/ENCAPSULATING ACWM; 8) CLEANING WORK AREA FREE FROM ACM & ACWM; 9) ON-SITE PROOF OF LICENSE, REGISTRATION AND OTHER DOCUMENTATION; 10) DISPOSING OF ACWM A",,,,
